s_supplier_id:integer,s_name:string,s_rating:integer,s_region_id:integer
48156,Supplier_R862,9,8
48157,Supplier_L925,6,8
48158,Supplier_A782,12,11
48159,Supplier_H854,3,5
48160,Supplier_W134,4,8
48161,Supplier_V651,15,5
48162,Supplier_V903,15,2
48163,Supplier_J438,9,7
48164,Supplier_B619,15,5
48165,Supplier_Z520,3,11
48166,Supplier_D916,5,12
48167,Supplier_S679,1,11
48168,Supplier_M9,11,9
48169,Supplier_P401,9,1
48170,Supplier_S962,8,3
48171,Supplier_H247,9,12
48172,Supplier_D902,11,4
48173,Supplier_K419,15,9
48174,Supplier_P187,13,12
48175,Supplier_G481,4,7
48176,Supplier_R510,1,7
48177,Supplier_U537,10,1
48178,Supplier_B758,15,10
48179,Supplier_Z362,6,1
48180,Supplier_S997,8,10
48181,Supplier_U392,13,9
48182,Supplier_A934,11,9
48183,Supplier_L655,12,1
48184,Supplier_Q528,2,3
48185,Supplier_W830,8,15
48186,Supplier_N824,1,4
48187,Supplier_Q29,10,12
48188,Supplier_Q83,5,8
48189,Supplier_G766,1,14
48190,Supplier_Q25,3,1
48191,Supplier_D919,13,13
48192,Supplier_R546,7,9
48193,Supplier_E957,11,11
48194,Supplier_P701,4,2
48195,Supplier_V777,9,1
48196,Supplier_R427,10,8
48197,Supplier_L215,11,12
48198,Supplier_Z920,8,7
48199,Supplier_I578,12,10
48200,Supplier_Q170,2,2
48201,Supplier_R913,11,7
48202,Supplier_H887,9,6
48203,Supplier_U517,3,2
48204,Supplier_A483,5,4
48205,Supplier_B424,2,3
48206,Supplier_I799,10,13
48207,Supplier_I782,14,14
48208,Supplier_U3,15,1
48209,Supplier_D87,13,14
48210,Supplier_B364,8,10
48211,Supplier_S155,13,7
48212,Supplier_X765,7,10
48213,Supplier_G676,2,4
48214,Supplier_T522,10,15
48215,Supplier_H199,2,7
48216,Supplier_P576,7,6
48217,Supplier_F458,10,2
48218,Supplier_L559,6,6
48219,Supplier_W383,11,2
48220,Supplier_K47,14,14
48221,Supplier_N655,15,2
48222,Supplier_W877,11,5
48223,Supplier_J784,14,15
48224,Supplier_X559,4,11
48225,Supplier_M343,3,14
48226,Supplier_J347,13,4
48227,Supplier_S590,9,10
48228,Supplier_X572,15,12
48229,Supplier_K998,3,6
48230,Supplier_W437,3,14
48231,Supplier_M406,4,6
48232,Supplier_F251,12,13
48233,Supplier_X802,14,9
48234,Supplier_A502,1,2
48235,Supplier_Z411,10,9
48236,Supplier_M640,14,1
48237,Supplier_X773,5,8
48238,Supplier_H348,1,12
48239,Supplier_W132,7,6
48240,Supplier_T247,4,2
48241,Supplier_L166,15,8
48242,Supplier_U171,7,12
48243,Supplier_M43,12,3
48244,Supplier_Y215,9,14
48245,Supplier_K991,13,14
48246,Supplier_W663,13,5
48247,Supplier_P670,2,2
48248,Supplier_N505,6,3
48249,Supplier_G471,9,14
48250,Supplier_M509,7,12
48251,Supplier_Z674,1,6
48252,Supplier_Q252,15,4
48253,Supplier_R937,13,9
48254,Supplier_X914,15,4
48255,Supplier_T954,7,15
48256,Supplier_H684,11,12
48257,Supplier_O194,1,11
48258,Supplier_Y474,10,10
48259,Supplier_B731,6,6
48260,Supplier_Q997,10,10
48261,Supplier_C710,2,8
48262,Supplier_J561,11,2
48263,Supplier_O394,14,4
48264,Supplier_Y260,11,5
48265,Supplier_S875,12,11
48266,Supplier_A45,13,13
48267,Supplier_J194,1,10
48268,Supplier_O293,4,12
48269,Supplier_B923,14,10
48270,Supplier_X465,8,13
48271,Supplier_I874,14,9
48272,Supplier_S789,15,2
48273,Supplier_T413,5,6
48274,Supplier_E498,11,15
48275,Supplier_R484,6,2
48276,Supplier_O736,15,1
48277,Supplier_Q628,7,12
48278,Supplier_S580,13,11
48279,Supplier_C471,5,10
48280,Supplier_N347,15,13
48281,Supplier_G660,2,5
48282,Supplier_I644,10,6
48283,Supplier_C709,13,7
48284,Supplier_E618,10,4
48285,Supplier_M507,14,7
48286,Supplier_Y551,6,5
48287,Supplier_J204,6,6
48288,Supplier_Y898,11,12
48289,Supplier_O853,1,5
48290,Supplier_K49,12,10
48291,Supplier_F376,8,10
48292,Supplier_H119,10,11
48293,Supplier_T415,2,12
48294,Supplier_N191,2,9
48295,Supplier_B758,11,15
48296,Supplier_L950,14,12
48297,Supplier_N468,5,11
48298,Supplier_I932,4,2
48299,Supplier_Z42,5,6
48300,Supplier_R643,8,2
48301,Supplier_J650,1,8
48302,Supplier_E134,9,4
48303,Supplier_L752,15,2
48304,Supplier_W195,1,13
48305,Supplier_I676,11,12
48306,Supplier_V921,5,6
48307,Supplier_H198,6,13
48308,Supplier_K402,8,1
48309,Supplier_J696,12,8
48310,Supplier_X330,1,2
48311,Supplier_T223,9,5
48312,Supplier_W29,1,13
48313,Supplier_Y170,12,14
48314,Supplier_Y788,15,10
48315,Supplier_N801,10,11
48316,Supplier_V496,11,11
48317,Supplier_W702,14,3
48318,Supplier_U885,6,4
48319,Supplier_S247,13,8
48320,Supplier_V704,15,7
48321,Supplier_P993,7,12
48322,Supplier_H273,8,10
48323,Supplier_H206,3,13
48324,Supplier_G537,8,12
48325,Supplier_O8,5,7
48326,Supplier_K269,9,9
48327,Supplier_B179,7,9
48328,Supplier_V824,13,13
48329,Supplier_P390,1,15
48330,Supplier_Q300,3,10
48331,Supplier_K874,5,8
48332,Supplier_S66,2,2
48333,Supplier_Q177,13,10
48334,Supplier_I404,13,7
48335,Supplier_N152,7,2
48336,Supplier_F953,4,14
48337,Supplier_L660,10,9
48338,Supplier_S281,10,2
48339,Supplier_X536,8,1
48340,Supplier_J861,13,5
48341,Supplier_V317,4,9
48342,Supplier_T232,5,14
48343,Supplier_B609,1,9
48344,Supplier_P976,14,4
48345,Supplier_N272,7,5
48346,Supplier_E108,12,1
48347,Supplier_N893,7,10
48348,Supplier_Z567,8,14
48349,Supplier_W18,8,7
48350,Supplier_K403,4,1
48351,Supplier_R970,13,4
48352,Supplier_F31,12,10
48353,Supplier_B94,15,10
48354,Supplier_O289,4,13
48355,Supplier_R717,9,6
48356,Supplier_O932,5,7
48357,Supplier_R161,4,7
48358,Supplier_K739,4,2
48359,Supplier_T928,10,4
48360,Supplier_F35,7,4
48361,Supplier_F585,11,13
48362,Supplier_V716,11,4
48363,Supplier_R74,5,7
48364,Supplier_W768,4,14
48365,Supplier_D952,14,10
48366,Supplier_Y691,11,10
48367,Supplier_C55,6,8
48368,Supplier_K128,12,11
48369,Supplier_B885,13,4
48370,Supplier_W282,12,7
48371,Supplier_L963,9,2
48372,Supplier_E48,12,10
48373,Supplier_F691,4,15
48374,Supplier_V694,14,4
48375,Supplier_V434,11,11
48376,Supplier_D115,12,6
48377,Supplier_L143,5,8
48378,Supplier_Y477,10,15
48379,Supplier_S338,2,14
48380,Supplier_T142,11,7
48381,Supplier_V237,11,12
48382,Supplier_H234,6,1
48383,Supplier_T862,6,4
48384,Supplier_J478,3,10
48385,Supplier_R627,9,12
48386,Supplier_P674,11,14
48387,Supplier_P163,9,11
48388,Supplier_J663,3,4
48389,Supplier_A987,6,14
48390,Supplier_E202,1,14
48391,Supplier_H590,2,6
48392,Supplier_G983,13,13
48393,Supplier_L260,9,11
48394,Supplier_B21,15,13
48395,Supplier_N676,2,11
48396,Supplier_Y96,15,10
48397,Supplier_X129,9,8
48398,Supplier_Q970,6,2
48399,Supplier_H343,2,7
48400,Supplier_H960,6,2
48401,Supplier_T518,2,15
48402,Supplier_U795,3,1
48403,Supplier_P238,2,8
48404,Supplier_Y675,15,11
48405,Supplier_U225,5,2
48406,Supplier_L293,10,10
48407,Supplier_Q709,1,2
48408,Supplier_L774,13,2
48409,Supplier_Z286,1,13
48410,Supplier_L718,5,9
48411,Supplier_H263,8,8
48412,Supplier_T766,15,15
48413,Supplier_K210,13,8
48414,Supplier_G41,12,12
48415,Supplier_R730,1,13
48416,Supplier_W974,3,5
48417,Supplier_H16,13,2
48418,Supplier_G851,1,2
48419,Supplier_S819,12,10
48420,Supplier_I371,3,11
48421,Supplier_A518,12,10
48422,Supplier_R457,6,12
48423,Supplier_U597,1,11
48424,Supplier_Q970,7,5
48425,Supplier_U423,3,4
48426,Supplier_V335,15,14
48427,Supplier_J133,11,15
48428,Supplier_H368,10,6
48429,Supplier_U633,4,14
48430,Supplier_A785,7,4
48431,Supplier_X400,15,6
48432,Supplier_M464,12,4
48433,Supplier_A856,5,11
48434,Supplier_X52,11,6
48435,Supplier_S378,8,15
48436,Supplier_T591,6,3
48437,Supplier_V960,12,13
48438,Supplier_K189,15,3
48439,Supplier_B527,9,6
48440,Supplier_Z635,10,10
48441,Supplier_T310,13,14
48442,Supplier_S912,15,10
48443,Supplier_E517,3,8
48444,Supplier_Y814,9,14
48445,Supplier_K975,2,5
48446,Supplier_T385,11,11
48447,Supplier_Y183,12,12
48448,Supplier_L374,10,12
48449,Supplier_G934,4,14
48450,Supplier_E933,10,7
48451,Supplier_L971,10,3
48452,Supplier_K40,12,14
48453,Supplier_Q889,6,10
48454,Supplier_G809,4,10
48455,Supplier_K948,13,2
48456,Supplier_S159,13,2
48457,Supplier_M899,5,7
48458,Supplier_K657,5,13
48459,Supplier_A47,5,4
48460,Supplier_S944,11,1
48461,Supplier_P298,15,4
48462,Supplier_H497,12,4
48463,Supplier_X1,1,13
48464,Supplier_U440,15,4
48465,Supplier_D746,10,1
48466,Supplier_G710,7,5
48467,Supplier_U598,13,14
48468,Supplier_U380,2,10
48469,Supplier_Q751,8,7
48470,Supplier_G373,2,14
48471,Supplier_V739,15,15
48472,Supplier_F31,4,13
48473,Supplier_A814,7,11
48474,Supplier_M642,4,15
48475,Supplier_B275,12,2
48476,Supplier_K207,8,2
48477,Supplier_C540,14,11
48478,Supplier_N321,10,9
48479,Supplier_O757,14,15
48480,Supplier_D767,2,7
48481,Supplier_A556,8,1
48482,Supplier_F727,2,4
48483,Supplier_V827,15,12
48484,Supplier_C76,5,4
48485,Supplier_J4,12,9
48486,Supplier_S721,4,5
48487,Supplier_I339,10,5
48488,Supplier_Y108,14,12
48489,Supplier_A808,5,2
48490,Supplier_Z171,15,8
48491,Supplier_H346,14,2
48492,Supplier_O121,4,2
48493,Supplier_U340,8,6
48494,Supplier_R641,12,1
48495,Supplier_B91,6,14
48496,Supplier_R961,3,9
48497,Supplier_D309,11,6
48498,Supplier_C41,11,1
48499,Supplier_L979,6,1
48500,Supplier_R961,10,15
48501,Supplier_W991,7,12
48502,Supplier_Y918,9,5
48503,Supplier_R830,14,11
48504,Supplier_S204,6,11
48505,Supplier_T647,14,8
48506,Supplier_A4,11,15
48507,Supplier_B282,1,12
48508,Supplier_Q192,6,6
48509,Supplier_D306,5,1
48510,Supplier_A594,9,15
48511,Supplier_V395,7,9
48512,Supplier_C72,6,3
48513,Supplier_Q859,7,4
48514,Supplier_C338,2,1
48515,Supplier_S812,9,7
48516,Supplier_H842,10,6
48517,Supplier_K72,3,1
48518,Supplier_Y66,10,2
48519,Supplier_W291,1,13
48520,Supplier_J841,14,5
48521,Supplier_X693,13,9
48522,Supplier_Q846,6,10
48523,Supplier_P653,6,6
48524,Supplier_U83,7,11
48525,Supplier_U374,10,11
48526,Supplier_U770,5,13
48527,Supplier_U149,1,11
48528,Supplier_F491,14,4
48529,Supplier_F176,5,5
48530,Supplier_A292,6,12
48531,Supplier_C648,3,15
48532,Supplier_B247,1,1
48533,Supplier_B383,15,8
48534,Supplier_K631,8,14
48535,Supplier_M946,3,8
48536,Supplier_G954,10,8
48537,Supplier_H552,14,10
48538,Supplier_N800,3,8
48539,Supplier_G217,5,6
48540,Supplier_O113,12,2
48541,Supplier_M544,7,9
48542,Supplier_D403,6,14
48543,Supplier_E465,11,9
48544,Supplier_Y586,13,14
48545,Supplier_G635,13,6
48546,Supplier_X765,15,15
48547,Supplier_M526,5,11
48548,Supplier_K671,13,11
48549,Supplier_O28,9,3
48550,Supplier_T723,1,3
48551,Supplier_N868,11,8
48552,Supplier_I983,8,8
48553,Supplier_W298,11,12
48554,Supplier_T329,1,9
48555,Supplier_A824,7,5
48556,Supplier_D205,1,8
48557,Supplier_Z712,8,6
48558,Supplier_N108,14,6
48559,Supplier_C431,7,13
48560,Supplier_X21,9,13
48561,Supplier_C803,14,3
48562,Supplier_X231,7,1
48563,Supplier_X853,14,2
48564,Supplier_Z685,9,15
48565,Supplier_W424,6,1
48566,Supplier_Z304,15,5
48567,Supplier_J775,8,5
48568,Supplier_V240,15,7
48569,Supplier_X834,1,10
48570,Supplier_Y891,6,14
48571,Supplier_M881,11,12
48572,Supplier_L604,8,1
48573,Supplier_M527,5,15
48574,Supplier_L541,13,11
48575,Supplier_D296,8,13
48576,Supplier_S100,11,8
48577,Supplier_V266,9,4
48578,Supplier_R857,4,13
48579,Supplier_Q983,3,2
48580,Supplier_J702,2,13
48581,Supplier_I961,2,2
48582,Supplier_A237,6,14
48583,Supplier_V269,1,14
48584,Supplier_Y173,13,2
48585,Supplier_W992,6,5
48586,Supplier_J365,8,6
48587,Supplier_M20,1,2
48588,Supplier_W951,8,5
48589,Supplier_M915,7,4
48590,Supplier_E558,13,6
48591,Supplier_M634,5,10
48592,Supplier_T727,2,7
48593,Supplier_R64,1,9
48594,Supplier_K451,1,12
48595,Supplier_S444,15,10
48596,Supplier_U619,1,8
48597,Supplier_J177,10,5
48598,Supplier_B18,9,2
48599,Supplier_F212,15,4
48600,Supplier_M79,9,3
48601,Supplier_O780,4,15
48602,Supplier_W807,3,1
48603,Supplier_I209,12,5
48604,Supplier_Z886,8,6
48605,Supplier_C598,3,4
48606,Supplier_Z751,8,10
48607,Supplier_I951,3,2
48608,Supplier_O631,10,2
48609,Supplier_L211,12,9
48610,Supplier_W966,7,6
48611,Supplier_B986,5,1
48612,Supplier_V709,12,15
48613,Supplier_X239,3,1
48614,Supplier_L712,1,1
48615,Supplier_N438,2,1
48616,Supplier_J316,6,4
48617,Supplier_Y247,13,8
48618,Supplier_A874,7,5
48619,Supplier_U481,1,9
48620,Supplier_Y882,12,8
48621,Supplier_R439,5,5
48622,Supplier_J192,6,4
48623,Supplier_H726,15,5
48624,Supplier_Y330,7,2
48625,Supplier_X556,4,2
48626,Supplier_E320,1,5
48627,Supplier_M290,9,12
48628,Supplier_Z834,2,4
48629,Supplier_W699,14,15
48630,Supplier_L93,5,12
48631,Supplier_Q250,13,11
48632,Supplier_A254,14,8
48633,Supplier_U903,11,12
48634,Supplier_Z636,12,1
48635,Supplier_C866,2,8
48636,Supplier_H730,3,6
48637,Supplier_R950,15,7
48638,Supplier_S682,1,6
48639,Supplier_Y247,14,4
48640,Supplier_G594,4,6
48641,Supplier_X124,10,15
48642,Supplier_X490,12,7
48643,Supplier_W245,4,10
48644,Supplier_U412,7,14
48645,Supplier_F341,1,3
48646,Supplier_W466,7,5
48647,Supplier_R952,11,10
48648,Supplier_U419,8,15
48649,Supplier_M766,15,13
48650,Supplier_W127,12,3
48651,Supplier_L654,15,15
48652,Supplier_C549,8,3
48653,Supplier_T651,13,9
48654,Supplier_F19,10,12
48655,Supplier_O74,2,14
48656,Supplier_Q934,11,5
48657,Supplier_N145,6,14
48658,Supplier_S989,11,10
48659,Supplier_T417,3,15
48660,Supplier_R210,5,1
48661,Supplier_Q869,7,10
48662,Supplier_B688,11,5
48663,Supplier_E992,9,12
48664,Supplier_Y157,6,12
48665,Supplier_Y954,11,3
48666,Supplier_K385,6,9
48667,Supplier_F204,3,3
48668,Supplier_F397,8,14
48669,Supplier_C454,15,7
48670,Supplier_X133,5,8
48671,Supplier_U695,4,2
48672,Supplier_Z534,12,3
48673,Supplier_J581,1,4
48674,Supplier_S536,9,7
48675,Supplier_S216,12,7
48676,Supplier_B428,9,4
48677,Supplier_C227,10,14
48678,Supplier_E342,1,14
48679,Supplier_K795,1,8
48680,Supplier_L363,15,12
48681,Supplier_G205,3,8
48682,Supplier_Q828,14,3
48683,Supplier_C971,13,4
48684,Supplier_V153,12,8
48685,Supplier_X608,15,14
48686,Supplier_D119,3,14
48687,Supplier_D871,15,14
48688,Supplier_E978,3,9
48689,Supplier_K679,10,9
48690,Supplier_T178,10,1
48691,Supplier_X777,1,15
48692,Supplier_E322,7,10
48693,Supplier_N760,7,6
48694,Supplier_K404,11,14
48695,Supplier_S191,13,9
48696,Supplier_P205,2,3
48697,Supplier_G350,12,3
48698,Supplier_T175,1,1
48699,Supplier_T149,12,7
48700,Supplier_S249,8,11
48701,Supplier_S439,9,10
48702,Supplier_Z657,11,2
48703,Supplier_R464,6,2
48704,Supplier_G594,13,12
48705,Supplier_S263,8,9
48706,Supplier_I565,12,15
48707,Supplier_M468,11,10
48708,Supplier_X220,15,9
48709,Supplier_Z466,9,6
48710,Supplier_I890,8,1
48711,Supplier_H78,14,9
48712,Supplier_V92,13,9
48713,Supplier_B301,9,6
48714,Supplier_W530,5,2
48715,Supplier_X273,12,12
48716,Supplier_M142,14,7
48717,Supplier_Q533,10,7
48718,Supplier_I707,5,1
48719,Supplier_S260,5,9
48720,Supplier_J654,7,14
48721,Supplier_P173,15,9
48722,Supplier_Y0,15,5
48723,Supplier_N729,1,6
48724,Supplier_J450,15,14
48725,Supplier_P171,2,11
48726,Supplier_E936,6,13
48727,Supplier_J318,15,11
48728,Supplier_G622,15,12
48729,Supplier_R706,1,9
48730,Supplier_D597,15,15
48731,Supplier_V632,13,6
48732,Supplier_S398,14,12
48733,Supplier_Q704,6,12
48734,Supplier_T565,6,10
48735,Supplier_Y265,11,12
48736,Supplier_I655,8,14
48737,Supplier_G25,2,9
48738,Supplier_D244,6,10
48739,Supplier_R513,13,8
48740,Supplier_R349,1,12
48741,Supplier_H66,6,14
48742,Supplier_N382,4,12
48743,Supplier_D577,5,13
48744,Supplier_I269,9,4
48745,Supplier_H758,6,15
48746,Supplier_S528,5,15
48747,Supplier_I344,13,1
48748,Supplier_A811,12,8
48749,Supplier_I594,2,7
48750,Supplier_C679,13,14
48751,Supplier_K113,3,3
48752,Supplier_Y987,15,6
48753,Supplier_B180,6,2
48754,Supplier_A391,12,12
48755,Supplier_X58,3,2
48756,Supplier_K363,14,6
48757,Supplier_H351,14,7
48758,Supplier_O324,6,6
48759,Supplier_Q342,11,5
48760,Supplier_C207,10,2
48761,Supplier_E615,9,9
48762,Supplier_T316,8,3
48763,Supplier_N650,9,12
48764,Supplier_K899,15,8
48765,Supplier_K466,3,8
48766,Supplier_Z826,8,2
48767,Supplier_C427,5,11
48768,Supplier_Q692,2,10
48769,Supplier_A28,2,15
48770,Supplier_U146,3,12
48771,Supplier_Y285,2,15
48772,Supplier_A478,3,2
48773,Supplier_H250,11,5
48774,Supplier_A467,15,13
48775,Supplier_E397,4,13
48776,Supplier_P174,11,12
48777,Supplier_Q855,13,11
48778,Supplier_Z815,1,1
48779,Supplier_O871,12,6
48780,Supplier_O256,2,15
48781,Supplier_M680,5,6
48782,Supplier_Q564,12,10
48783,Supplier_R455,12,5
48784,Supplier_J305,11,2
48785,Supplier_D675,14,13
48786,Supplier_U526,1,4
48787,Supplier_L211,7,15
48788,Supplier_E493,11,1
48789,Supplier_L475,2,6
48790,Supplier_Z905,5,9
48791,Supplier_K854,1,4
48792,Supplier_C825,11,5
48793,Supplier_K660,3,1
48794,Supplier_S963,3,1
48795,Supplier_U110,6,5
48796,Supplier_W817,4,7
48797,Supplier_M669,3,12
48798,Supplier_D719,6,8
48799,Supplier_F966,13,5
48800,Supplier_N82,12,8
48801,Supplier_O512,5,4
48802,Supplier_N658,12,4
48803,Supplier_V163,8,6
48804,Supplier_N624,8,6
48805,Supplier_D826,4,8
48806,Supplier_G8,15,6
48807,Supplier_V210,10,10
48808,Supplier_Q360,4,6
48809,Supplier_D688,9,11
48810,Supplier_H327,14,7
48811,Supplier_Y391,2,5
48812,Supplier_V30,1,13
48813,Supplier_W527,3,1
48814,Supplier_M826,14,9
48815,Supplier_R294,4,9
48816,Supplier_Z727,1,13
48817,Supplier_Z722,10,13
48818,Supplier_J14,9,1
48819,Supplier_K317,1,10
48820,Supplier_W663,8,8
48821,Supplier_I71,7,15
48822,Supplier_Q615,13,10
48823,Supplier_W199,10,1
48824,Supplier_J115,5,3
48825,Supplier_D602,12,4
48826,Supplier_L146,6,12
48827,Supplier_U593,1,8
48828,Supplier_R63,13,2
48829,Supplier_N167,8,5
48830,Supplier_Q732,14,5
48831,Supplier_K121,12,9
48832,Supplier_Q440,7,9
48833,Supplier_H923,5,6
48834,Supplier_V625,7,12
48835,Supplier_C497,15,7
48836,Supplier_M402,5,10
48837,Supplier_X723,15,5
48838,Supplier_Y798,10,15
48839,Supplier_A975,12,10
48840,Supplier_I954,12,2
48841,Supplier_L946,4,5
48842,Supplier_E654,5,5
48843,Supplier_T655,5,7
48844,Supplier_O684,9,6
48845,Supplier_L438,8,1
48846,Supplier_B168,4,9
48847,Supplier_J693,15,8
48848,Supplier_Y469,1,2
48849,Supplier_F307,13,9
48850,Supplier_W198,6,11
48851,Supplier_G71,1,2
48852,Supplier_J210,13,13
48853,Supplier_O149,15,8
48854,Supplier_V237,4,13
48855,Supplier_T544,1,1
48856,Supplier_Y390,7,4
48857,Supplier_X856,13,9
48858,Supplier_Z347,12,13
48859,Supplier_O86,7,7
48860,Supplier_D406,11,7
48861,Supplier_K803,12,11
48862,Supplier_S571,10,15
48863,Supplier_R428,1,7
48864,Supplier_Q335,5,4
48865,Supplier_H344,15,3
48866,Supplier_R906,5,2
48867,Supplier_G687,9,5
48868,Supplier_E37,4,14
48869,Supplier_Q412,14,12
48870,Supplier_Z804,7,10
48871,Supplier_G364,3,9
48872,Supplier_C853,6,13
48873,Supplier_J925,7,12
48874,Supplier_T535,5,7
48875,Supplier_M703,6,9
48876,Supplier_O131,12,15
48877,Supplier_J526,11,12
48878,Supplier_Y430,4,14
48879,Supplier_S605,8,2
48880,Supplier_H204,7,8
48881,Supplier_Q811,4,6
48882,Supplier_S166,9,3
48883,Supplier_L50,7,14
48884,Supplier_W173,3,4
48885,Supplier_K970,8,4
48886,Supplier_T60,1,1
48887,Supplier_A362,1,8
48888,Supplier_T585,15,7
48889,Supplier_L215,11,13
48890,Supplier_V275,9,12
48891,Supplier_F859,3,15
48892,Supplier_F773,8,12
48893,Supplier_I231,9,3
48894,Supplier_P697,4,10
48895,Supplier_Z144,14,10
48896,Supplier_I238,1,15
48897,Supplier_D317,10,7
48898,Supplier_K75,3,10
48899,Supplier_D662,7,7
48900,Supplier_P960,10,11
48901,Supplier_L982,2,10
48902,Supplier_S67,7,8
48903,Supplier_J946,8,9
48904,Supplier_P432,11,15
48905,Supplier_M416,4,9
48906,Supplier_H560,1,3
48907,Supplier_M400,3,3
48908,Supplier_M483,5,7
48909,Supplier_X318,10,5
48910,Supplier_A893,6,5
48911,Supplier_T885,12,5
48912,Supplier_Y548,11,4
48913,Supplier_H444,1,15
48914,Supplier_I943,13,8
48915,Supplier_O245,9,13
48916,Supplier_S544,3,15
48917,Supplier_L184,11,11
48918,Supplier_W419,2,3
48919,Supplier_K556,1,11
48920,Supplier_A564,13,2
48921,Supplier_H326,13,2
48922,Supplier_K716,8,5
48923,Supplier_E136,11,4
48924,Supplier_P445,10,9
48925,Supplier_P995,3,15
48926,Supplier_G697,5,13
48927,Supplier_J76,3,1
48928,Supplier_P14,9,9
48929,Supplier_P866,8,5
48930,Supplier_E268,2,4
48931,Supplier_R598,10,15
48932,Supplier_S708,12,8
48933,Supplier_H321,2,6
48934,Supplier_Q762,15,13
48935,Supplier_O553,4,14
48936,Supplier_X444,13,2
48937,Supplier_X131,15,7
48938,Supplier_P425,3,9
48939,Supplier_K858,15,14
48940,Supplier_B819,14,12
48941,Supplier_V406,2,3
48942,Supplier_H228,15,11
48943,Supplier_K533,3,2
48944,Supplier_W772,10,10
48945,Supplier_L958,12,11
48946,Supplier_X145,12,5
48947,Supplier_F192,5,6
48948,Supplier_H36,6,13
48949,Supplier_Y247,3,2
48950,Supplier_L410,4,1
48951,Supplier_W183,6,2
48952,Supplier_U368,6,4
48953,Supplier_D118,15,5
48954,Supplier_K590,14,6
48955,Supplier_R334,9,11
48956,Supplier_Y117,7,1
48957,Supplier_F304,3,15
48958,Supplier_U816,6,12
48959,Supplier_S305,5,10
48960,Supplier_W742,6,3
48961,Supplier_W384,7,8
48962,Supplier_C246,6,4
48963,Supplier_X805,5,11
48964,Supplier_C280,6,2
48965,Supplier_J836,9,8
48966,Supplier_Q42,2,15
48967,Supplier_V112,15,10
48968,Supplier_B969,5,13
48969,Supplier_A71,11,1
48970,Supplier_R531,5,7
48971,Supplier_B860,7,1
48972,Supplier_W323,3,5
48973,Supplier_C703,6,4
48974,Supplier_W452,13,5
48975,Supplier_Q359,13,15
48976,Supplier_X52,15,11
48977,Supplier_T536,4,5
48978,Supplier_I579,4,7
48979,Supplier_K341,10,8
48980,Supplier_C809,6,6
48981,Supplier_R902,3,13
48982,Supplier_E82,15,10
48983,Supplier_D338,1,14
48984,Supplier_O869,11,8
48985,Supplier_U927,11,3
48986,Supplier_L88,12,12
48987,Supplier_N372,8,7
48988,Supplier_O390,8,10
48989,Supplier_V565,7,9
48990,Supplier_E977,3,3
48991,Supplier_B14,7,9
48992,Supplier_M447,7,2
48993,Supplier_E350,13,10
48994,Supplier_O584,9,12
48995,Supplier_Y694,3,1
48996,Supplier_S37,11,10
48997,Supplier_W287,10,2
48998,Supplier_Z339,6,4
48999,Supplier_N423,14,2
49000,Supplier_V70,4,5
49001,Supplier_E468,4,14
49002,Supplier_I933,14,10
49003,Supplier_I934,13,11
49004,Supplier_Y940,15,2
49005,Supplier_B33,5,3
49006,Supplier_J173,10,9
49007,Supplier_R512,3,15
49008,Supplier_E421,7,9
49009,Supplier_G515,13,14
49010,Supplier_H605,3,10
49011,Supplier_E937,13,12
49012,Supplier_Z294,12,3
49013,Supplier_D606,7,10
49014,Supplier_O443,2,9
49015,Supplier_K822,3,9
49016,Supplier_N370,14,5
49017,Supplier_Z623,2,13
49018,Supplier_U147,6,2
49019,Supplier_M915,10,2
49020,Supplier_M183,9,14
49021,Supplier_E347,1,14
49022,Supplier_R17,11,7
49023,Supplier_P620,13,14
49024,Supplier_H864,2,6
49025,Supplier_Q813,11,14
49026,Supplier_X627,6,6
49027,Supplier_H63,13,5
49028,Supplier_D299,9,15
49029,Supplier_D859,7,7
49030,Supplier_M19,2,13
49031,Supplier_S583,3,8
49032,Supplier_I987,5,13
49033,Supplier_F41,14,13
49034,Supplier_K352,6,13
49035,Supplier_M945,1,10
49036,Supplier_A733,3,11
49037,Supplier_N851,8,1
49038,Supplier_N598,15,2
49039,Supplier_O266,3,9
49040,Supplier_I367,6,8
49041,Supplier_F510,10,12
49042,Supplier_O920,12,10
49043,Supplier_T46,6,3
49044,Supplier_Z35,10,6
49045,Supplier_I302,8,6
49046,Supplier_P708,8,14
49047,Supplier_O322,13,8
49048,Supplier_N152,3,5
49049,Supplier_V393,11,11
49050,Supplier_L878,6,5
49051,Supplier_N386,8,14
49052,Supplier_Y872,13,2
49053,Supplier_R321,3,1
49054,Supplier_C946,10,1
49055,Supplier_M787,5,2
49056,Supplier_D338,5,8
49057,Supplier_C813,3,6
49058,Supplier_N846,13,10
49059,Supplier_P712,14,6
49060,Supplier_E704,9,1
49061,Supplier_T288,4,12
49062,Supplier_C341,5,14
49063,Supplier_Z167,14,10
49064,Supplier_D849,14,5
49065,Supplier_K238,14,3
49066,Supplier_Q12,7,6
49067,Supplier_U53,2,14
49068,Supplier_F79,14,6
49069,Supplier_M966,4,11
49070,Supplier_L727,6,5
49071,Supplier_O29,14,7
49072,Supplier_S489,3,1
49073,Supplier_N842,2,8
49074,Supplier_M28,2,9
49075,Supplier_R28,7,8
49076,Supplier_J585,7,14
49077,Supplier_V903,10,4
49078,Supplier_E254,4,14
